GP-No;Name;Time;Timegap;X;Y;X-offset;Y-offset;Pupil Diameter Left (mm);Pupil Diameter Right (mm);Mouse X-coord;Mouse Y-coord;AoI
9819;CANDIDA;179774;16;579;316;0;0;0;4,65;-;-;-
9820;CANDIDA;179791;16;569;325;0;0;0;4,75;-;-;-
9821;CANDIDA;179808;16;581;274;0;0;0;4,67;-;-;-
9822;CANDIDA;179824;16;576;297;0;0;0;4,6;-;-;-
9823;CANDIDA;179841;16;576;286;0;0;0;4,65;-;-;-
9824;CANDIDA;179858;16;578;322;0;0;0;4,8;-;-;-
9825;CANDIDA;179874;16;578;326;0;0;0;4,72;-;-;-
9826;CANDIDA;179891;16;581;334;0;0;0;4,8;-;-;-
9827;CANDIDA;179908;16;581;292;0;0;0;4,75;-;-;-
9828;CANDIDA;179924;16;579;277;0;0;0;4,72;-;-;-
9829;CANDIDA;179941;16;586;310;0;0;0;4,7;-;-;-
9830;CANDIDA;179957;16;579;302;0;0;0;4,64;-;-;-
9831;CANDIDA;179974;16;582;319;0;0;0;4,8;-;-;-
9832;CANDIDA;179991;16;709;364;0;0;0;4,8;-;-;-
9833;CANDIDA;180007;16;688;364;0;0;0;4,67;-;-;-
9834;CANDIDA;180024;16;690;354;0;0;0;4,72;-;-;-
9835;CANDIDA;180041;16;699;377;0;0;0;4,81;-;-;-
9836;CANDIDA;180057;16;696;397;0;0;0;4,81;-;-;-
9837;CANDIDA;180074;16;705;394;0;0;0;4,8;-;-;-
9838;CANDIDA;180091;16;695;362;0;0;0;4,72;-;-;-
9839;CANDIDA;180107;16;705;370;0;0;0;4,7;-;-;-
9840;CANDIDA;180124;16;689;426;0;0;0;4,68;-;-;-
9841;CANDIDA;180224;99;843;401;0;0;0;-1;-;-;-
9842;CANDIDA;180240;16;916;930;0;0;0;4,54;-;-;-
9843;CANDIDA;180257;16;889;380;0;0;0;4,64;-;-;-
9844;CANDIDA;180274;16;893;332;0;0;0;4,68;-;-;-
9845;CANDIDA;180290;16;882;384;0;0;0;4,56;-;-;-
9846;CANDIDA;180307;16;889;368;0;0;0;4,62;-;-;-
9847;CANDIDA;180323;16;893;407;0;0;0;4,6;-;-;-
9848;CANDIDA;180340;16;886;396;0;0;0;4,56;-;-;-
9849;CANDIDA;180357;16;884;394;0;0;0;4,48;-;-;-
9850;CANDIDA;180373;16;880;404;0;0;0;4,57;-;-;-
9851;CANDIDA;180390;16;889;399;0;0;0;4,57;-;-;-
9852;CANDIDA;180407;16;893;417;0;0;0;4,62;-;-;-
9853;CANDIDA;180423;16;886;381;0;0;0;4,57;-;-;-
9854;CANDIDA;180440;16;889;360;0;0;0;4,48;-;-;-
9855;CANDIDA;180457;16;892;414;0;0;0;4,59;-;-;-
9856;CANDIDA;180473;16;886;410;0;0;0;4,6;-;-;-
9857;CANDIDA;180490;16;889;423;0;0;0;4,6;-;-;-
9858;CANDIDA;180506;16;880;410;0;0;0;4,59;-;-;-
9859;CANDIDA;180523;16;889;416;0;0;0;4,56;-;-;-
9860;CANDIDA;180540;16;883;404;0;0;0;4,62;-;-;-
9861;CANDIDA;180556;16;896;406;0;0;0;4,57;-;-;-
9862;CANDIDA;180573;16;1128;466;0;0;0;4,59;-;-;-
9863;CANDIDA;180590;16;1212;517;0;0;0;4,56;-;-;-
9864;CANDIDA;180606;16;1200;524;0;0;0;4,59;-;-;-
9865;CANDIDA;180623;16;1202;515;0;0;0;4,51;-;-;-
9866;CANDIDA;180639;16;1204;518;0;0;0;4,51;-;-;-
9867;CANDIDA;180656;16;1193;505;0;0;0;4,51;-;-;-
9868;CANDIDA;180673;16;1218;530;0;0;0;4,59;-;-;-
9869;CANDIDA;180689;16;1193;507;0;0;0;4,57;-;-;-
9870;CANDIDA;180706;16;1207;495;0;0;0;4,43;-;-;-
9871;CANDIDA;180723;16;1215;466;0;0;0;4,43;-;-;-
9872;CANDIDA;180739;16;1215;501;0;0;0;4,51;-;-;-
9873;CANDIDA;180756;16;1212;494;0;0;0;4,46;-;-;-
9874;CANDIDA;180773;16;1218;485;0;0;0;4,44;-;-;-
9875;CANDIDA;180789;16;1211;474;0;0;0;4,41;-;-;-
9876;CANDIDA;180806;16;1205;479;0;0;0;4,41;-;-;-
9877;CANDIDA;180822;16;1210;482;0;0;0;4,41;-;-;-
9878;CANDIDA;180839;16;1208;510;0;0;0;4,51;-;-;-
9879;CANDIDA;180856;16;1202;476;0;0;0;4,36;-;-;-
9880;CANDIDA;180872;16;1217;510;0;0;0;4,48;-;-;-
9881;CANDIDA;180889;16;1214;495;0;0;0;4,4;-;-;-
9882;CANDIDA;180906;16;1205;498;0;0;0;4,41;-;-;-
9883;CANDIDA;180922;16;1208;488;0;0;0;4,41;-;-;-
9884;CANDIDA;180939;16;1211;510;0;0;0;4,46;-;-;-
9885;CANDIDA;180956;16;1218;500;0;0;0;4,38;-;-;-
9886;CANDIDA;180972;16;1211;500;0;0;0;4,38;-;-;-
9887;CANDIDA;180989;16;1212;511;0;0;0;4,38;-;-;-
9888;CANDIDA;181005;16;1214;484;0;0;0;4,4;-;-;-
9889;CANDIDA;181022;16;1212;495;0;0;0;4,41;-;-;-
9890;CANDIDA;181039;16;1211;488;0;0;0;4,4;-;-;-
9891;CANDIDA;181055;16;1220;500;0;0;0;4,44;-;-;-
9892;CANDIDA;181072;16;1214;517;0;0;0;4,44;-;-;-
9893;CANDIDA;181089;16;1212;489;0;0;0;4,4;-;-;-
9894;CANDIDA;181105;16;1221;497;0;0;0;4,41;-;-;-
9895;CANDIDA;181122;16;1222;502;0;0;0;4,38;-;-;-
9896;CANDIDA;181139;16;1214;510;0;0;0;4,35;-;-;-
9897;CANDIDA;181155;16;1220;501;0;0;0;4,38;-;-;-
9898;CANDIDA;181172;16;1227;489;0;0;0;4,41;-;-;-
9899;CANDIDA;181188;16;1218;508;0;0;0;4,43;-;-;-
9900;CANDIDA;181205;16;1215;495;0;0;0;4,4;-;-;-
9901;CANDIDA;181222;16;1220;475;0;0;0;4,33;-;-;-
9902;CANDIDA;181238;16;1220;502;0;0;0;4,36;-;-;-
9903;CANDIDA;181255;16;1221;505;0;0;0;4,32;-;-;-
9904;CANDIDA;181272;16;1217;504;0;0;0;4,38;-;-;-
9905;CANDIDA;181288;16;1221;523;0;0;0;4,41;-;-;-
9906;CANDIDA;181305;16;1218;507;0;0;0;4,36;-;-;-
9907;CANDIDA;181322;16;1221;502;0;0;0;4,38;-;-;-
9908;CANDIDA;181338;16;1227;513;0;0;0;4,3;-;-;-
9909;CANDIDA;181355;16;1224;500;0;0;0;4,4;-;-;-
9910;CANDIDA;181371;16;1222;482;0;0;0;4,25;-;-;-
9911;CANDIDA;181388;16;1225;505;0;0;0;4,32;-;-;-
9912;CANDIDA;181405;16;1218;497;0;0;0;4,28;-;-;-
9913;CANDIDA;181421;16;1222;513;0;0;0;4,32;-;-;-
9914;CANDIDA;181438;16;1215;513;0;0;0;4,32;-;-;-
9915;CANDIDA;181455;16;1214;505;0;0;0;4,33;-;-;-
9916;CANDIDA;181471;16;1212;495;0;0;0;4,32;-;-;-
9917;CANDIDA;181488;16;1218;511;0;0;0;4,3;-;-;-
9918;CANDIDA;181505;16;1222;494;0;0;0;4,28;-;-;-
9919;CANDIDA;181521;16;1094;502;0;0;0;4,3;-;-;-
9920;CANDIDA;181538;16;1070;526;0;0;0;4,3;-;-;-
9921;CANDIDA;181554;16;1071;527;0;0;0;4,33;-;-;-
9922;CANDIDA;181571;16;1061;504;0;0;0;4,25;-;-;-
9923;CANDIDA;181588;16;1064;515;0;0;0;4,28;-;-;-
9924;CANDIDA;181604;16;1074;536;0;0;0;4,32;-;-;-
9925;CANDIDA;181621;16;1066;515;0;0;0;4,3;-;-;-
9926;CANDIDA;181638;16;1060;531;0;0;0;4,3;-;-;-
9927;CANDIDA;181654;16;1063;524;0;0;0;4,27;-;-;-
9928;CANDIDA;181671;16;1064;517;0;0;0;4,32;-;-;-
9929;CANDIDA;181688;16;1060;533;0;0;0;4,35;-;-;-
9930;CANDIDA;181704;16;1058;501;0;0;0;4,32;-;-;-
9931;CANDIDA;181721;16;1058;511;0;0;0;4,28;-;-;-
9932;CANDIDA;181737;16;1068;513;0;0;0;4,35;-;-;-
9933;CANDIDA;181754;16;1064;524;0;0;0;4,36;-;-;-
9934;CANDIDA;181771;16;1060;527;0;0;0;4,38;-;-;-
9935;CANDIDA;181787;16;1056;492;0;0;0;4,35;-;-;-
9936;CANDIDA;181804;16;1054;546;0;0;0;4,43;-;-;-
9937;CANDIDA;181821;16;1057;527;0;0;0;4,32;-;-;-
9938;CANDIDA;181837;16;1053;544;0;0;0;4,43;-;-;-
9939;CANDIDA;181854;16;1057;521;0;0;0;4,33;-;-;-
9940;CANDIDA;181870;16;1060;526;0;0;0;4,3;-;-;-
9941;CANDIDA;181887;16;1060;517;0;0;0;4,35;-;-;-
9942;CANDIDA;181904;16;1058;536;0;0;0;4,36;-;-;-
9943;CANDIDA;181920;16;1058;505;0;0;0;4,38;-;-;-
9944;CANDIDA;181937;16;1064;491;0;0;0;4,32;-;-;-
9945;CANDIDA;181954;16;1058;526;0;0;0;4,44;-;-;-
9946;CANDIDA;181970;16;1064;518;0;0;0;4,33;-;-;-
9947;CANDIDA;181987;16;1057;517;0;0;0;4,4;-;-;-
9948;CANDIDA;182004;16;1056;521;0;0;0;4,35;-;-;-
9949;CANDIDA;182020;16;1043;500;0;0;0;4,36;-;-;-
9950;CANDIDA;182037;16;1056;501;0;0;0;4,36;-;-;-
9951;CANDIDA;182053;16;1053;518;0;0;0;4,41;-;-;-
9952;CANDIDA;182070;16;1056;495;0;0;0;4,32;-;-;-
9953;CANDIDA;182087;16;1051;543;0;0;0;4,46;-;-;-
9954;CANDIDA;182103;16;1051;517;0;0;0;4,35;-;-;-
9955;CANDIDA;182120;16;1051;520;0;0;0;4,41;-;-;-
9956;CANDIDA;182137;16;1051;502;0;0;0;4,3;-;-;-
9957;CANDIDA;182153;16;1051;498;0;0;0;4,33;-;-;-
9958;CANDIDA;182170;16;1061;487;0;0;0;4,27;-;-;-
9959;CANDIDA;182187;16;1058;510;0;0;0;4,36;-;-;-
9960;CANDIDA;182203;16;1051;497;0;0;0;4,3;-;-;-
9961;CANDIDA;182220;16;1057;495;0;0;0;4,33;-;-;-
9962;CANDIDA;182236;16;1056;524;0;0;0;4,38;-;-;-
9963;CANDIDA;182253;16;1064;502;0;0;0;4,41;-;-;-
9964;CANDIDA;182270;16;1053;524;0;0;0;4,35;-;-;-
9965;CANDIDA;182286;16;1056;518;0;0;0;4,36;-;-;-
9966;CANDIDA;182303;16;1050;507;0;0;0;4,35;-;-;-
9967;CANDIDA;182320;16;1063;518;0;0;0;4,33;-;-;-
9968;CANDIDA;182336;16;1050;543;0;0;0;4,43;-;-;-
9969;CANDIDA;182353;16;1053;515;0;0;0;4,36;-;-;-
9970;CANDIDA;182370;16;1034;469;0;0;0;4,32;-;-;-
9971;CANDIDA;182386;16;1001;474;0;0;0;4,3;-;-;-
9972;CANDIDA;182403;16;1006;487;0;0;0;4,32;-;-;-
9973;CANDIDA;182419;16;996;474;0;0;0;4,3;-;-;-
9974;CANDIDA;182436;16;996;500;0;0;0;4,35;-;-;-
9975;CANDIDA;182453;16;994;476;0;0;0;4,33;-;-;-
9976;CANDIDA;182469;16;993;475;0;0;0;4,32;-;-;-
9977;CANDIDA;182486;16;971;450;0;0;0;4,35;-;-;-
9978;CANDIDA;182503;16;909;485;0;0;0;4,41;-;-;-
9979;CANDIDA;182519;16;904;471;0;0;0;4,4;-;-;-
9980;CANDIDA;182536;16;897;487;0;0;0;4,4;-;-;-
9981;CANDIDA;182553;16;892;508;0;0;0;4,43;-;-;-
9982;CANDIDA;182569;16;900;505;0;0;0;4,4;-;-;-
9983;CANDIDA;182586;16;899;495;0;0;0;4,4;-;-;-
9984;CANDIDA;182602;16;894;497;0;0;0;4,41;-;-;-
9985;CANDIDA;182619;16;892;491;0;0;0;4,4;-;-;-
9986;CANDIDA;182636;16;897;491;0;0;0;4,4;-;-;-
9987;CANDIDA;182652;16;892;508;0;0;0;4,4;-;-;-
9988;CANDIDA;182669;16;894;498;0;0;0;4,43;-;-;-
9989;CANDIDA;182686;16;892;501;0;0;0;4,44;-;-;-
9990;CANDIDA;182702;16;672;465;0;0;0;4,38;-;-;-
9991;CANDIDA;182719;16;478;487;0;0;0;4,36;-;-;-
9992;CANDIDA;182736;16;495;513;0;0;0;4,49;-;-;-
9993;CANDIDA;182752;16;471;502;0;0;0;4,54;-;-;-
9994;CANDIDA;182769;16;478;479;0;0;0;4,41;-;-;-
9995;CANDIDA;182785;16;468;494;0;0;0;4,44;-;-;-
9996;CANDIDA;182802;16;459;494;0;0;0;4,38;-;-;-
9997;CANDIDA;182819;16;479;475;0;0;0;4,36;-;-;-
9998;CANDIDA;182835;16;475;479;0;0;0;4,41;-;-;-
9999;CANDIDA;182852;16;462;492;0;0;0;4,44;-;-;-
10000;CANDIDA;182869;16;469;494;0;0;0;4,48;-;-;-
10001;CANDIDA;182885;16;371;517;0;0;0;4,41;-;-;-
10002;CANDIDA;182902;16;332;559;0;0;0;4,46;-;-;-
10003;CANDIDA;182918;16;327;537;0;0;0;4,46;-;-;-
10004;CANDIDA;182935;16;327;550;0;0;0;4,49;-;-;-
10005;CANDIDA;182952;16;332;544;0;0;0;4,43;-;-;-
10006;CANDIDA;182968;16;287;553;0;0;0;4,46;-;-;-
10007;CANDIDA;182985;16;310;566;0;0;0;4,54;-;-;-
10008;CANDIDA;183002;16;321;563;0;0;0;4,48;-;-;-
10009;CANDIDA;183018;16;324;546;0;0;0;4,48;-;-;-
10010;CANDIDA;183035;16;294;546;0;0;0;4,41;-;-;-
10011;CANDIDA;183052;16;308;556;0;0;0;4,51;-;-;-
10012;CANDIDA;183068;16;248;569;0;0;0;4,51;-;-;-
10013;CANDIDA;183085;16;264;549;0;0;0;4,51;-;-;-
10014;CANDIDA;183101;16;257;544;0;0;0;4,51;-;-;-
10015;CANDIDA;183118;16;274;557;0;0;0;4,48;-;-;-
10016;CANDIDA;183135;16;284;576;0;0;0;4,51;-;-;-
10017;CANDIDA;183151;16;282;562;0;0;0;4,49;-;-;-
10018;CANDIDA;183168;16;297;580;0;0;0;4,52;-;-;-
10019;CANDIDA;183185;16;257;562;0;0;0;4,49;-;-;-
10020;CANDIDA;183201;16;280;573;0;0;0;4,54;-;-;-
10021;CANDIDA;183218;16;257;559;0;0;0;4,59;-;-;-
10022;CANDIDA;183235;16;264;569;0;0;0;4,57;-;-;-
10023;CANDIDA;183251;16;272;579;0;0;0;4,65;-;-;-
10024;CANDIDA;183268;16;287;569;0;0;0;4,57;-;-;-
10025;CANDIDA;183284;16;260;569;0;0;0;4,59;-;-;-
10026;CANDIDA;183301;16;255;556;0;0;0;4,43;-;-;-
10027;CANDIDA;183318;16;489;550;0;0;0;4,46;-;-;-
10028;CANDIDA;183334;16;663;523;0;0;0;4,41;-;-;-
10029;CANDIDA;183351;16;648;531;0;0;0;4,41;-;-;-
10030;CANDIDA;183368;16;660;563;0;0;0;4,49;-;-;-
10031;CANDIDA;183384;16;665;562;0;0;0;4,51;-;-;-
10032;CANDIDA;183401;16;659;553;0;0;0;4,49;-;-;-
10033;CANDIDA;183418;16;668;570;0;0;0;4,52;-;-;-
10034;CANDIDA;183434;16;668;553;0;0;0;4,51;-;-;-
10035;CANDIDA;183451;16;666;566;0;0;0;4,51;-;-;-
10036;CANDIDA;183467;16;655;544;0;0;0;4,43;-;-;-
10037;CANDIDA;183484;16;672;547;0;0;0;4,48;-;-;-
10038;CANDIDA;183501;16;676;514;0;0;0;4,4;-;-;-
10039;CANDIDA;183517;16;655;565;0;0;0;4,38;-;-;-
10040;CANDIDA;183534;16;649;557;0;0;0;4,43;-;-;-
10041;CANDIDA;183551;16;669;563;0;0;0;4,44;-;-;-
10042;CANDIDA;183567;16;807;565;0;0;0;4,41;-;-;-
10043;CANDIDA;183584;16;773;563;0;0;0;4,38;-;-;-
10044;CANDIDA;183601;16;779;565;0;0;0;4,38;-;-;-
10045;CANDIDA;183617;16;787;575;0;0;0;4,41;-;-;-
10046;CANDIDA;183634;16;769;570;0;0;0;4,4;-;-;-
10047;CANDIDA;183650;16;777;553;0;0;0;4,38;-;-;-
10048;CANDIDA;183667;16;785;557;0;0;0;4,4;-;-;-
10049;CANDIDA;183684;16;782;541;0;0;0;4,33;-;-;-
10050;CANDIDA;183700;16;786;549;0;0;0;4,38;-;-;-
10051;CANDIDA;183717;16;786;552;0;0;0;4,4;-;-;-
10052;CANDIDA;183734;16;785;569;0;0;0;4,41;-;-;-
10053;CANDIDA;183750;16;787;559;0;0;0;4,4;-;-;-
10054;CANDIDA;183767;16;785;546;0;0;0;4,38;-;-;-
10055;CANDIDA;183784;16;785;552;0;0;0;4,41;-;-;-
10056;CANDIDA;183800;16;787;553;0;0;0;4,33;-;-;-
10057;CANDIDA;183817;16;787;559;0;0;0;4,43;-;-;-
10058;CANDIDA;183833;16;779;557;0;0;0;4,48;-;-;-
10059;CANDIDA;183850;16;776;560;0;0;0;4,43;-;-;-
10060;CANDIDA;183867;16;777;413;0;0;0;4,44;-;-;-
10061;CANDIDA;183883;16;757;260;0;0;0;4,41;-;-;-
10062;CANDIDA;183900;16;747;267;0;0;0;4,41;-;-;-
10063;CANDIDA;183917;16;742;284;0;0;0;4,48;-;-;-
10064;CANDIDA;183933;16;740;292;0;0;0;4,49;-;-;-
10065;CANDIDA;183950;16;739;296;0;0;0;4,48;-;-;-
10066;CANDIDA;183967;16;743;321;0;0;0;4,52;-;-;-
10067;CANDIDA;183983;16;743;284;0;0;0;4,4;-;-;-
10068;CANDIDA;184000;16;739;296;0;0;0;4,43;-;-;-
10069;CANDIDA;184016;16;737;303;0;0;0;4,44;-;-;-
10070;CANDIDA;184033;16;742;297;0;0;0;4,43;-;-;-
10071;CANDIDA;184050;16;696;152;0;0;0;4,41;-;-;-
10072;CANDIDA;184066;16;678;59;0;0;0;4,46;-;-;-
10073;CANDIDA;184083;16;683;91;0;0;0;4,54;-;-;-
10074;CANDIDA;184100;16;678;81;0;0;0;4,56;-;-;-
10075;CANDIDA;184116;16;675;92;0;0;0;4,6;-;-;-
10076;CANDIDA;184133;16;673;79;0;0;0;4,57;-;-;-
10077;CANDIDA;184149;16;678;72;0;0;0;4,54;-;-;-
10078;CANDIDA;184166;16;685;64;0;0;0;4,56;-;-;-
10079;CANDIDA;184183;16;481;113;0;0;0;4,57;-;-;-
10080;CANDIDA;184199;16;492;120;0;0;0;4,52;-;-;-
10081;CANDIDA;184216;16;482;126;0;0;0;4,56;-;-;-
10082;CANDIDA;184233;16;469;126;0;0;0;4,49;-;-;-
10083;CANDIDA;184249;16;474;121;0;0;0;4,54;-;-;-
10084;CANDIDA;184266;16;474;75;0;0;0;4,49;-;-;-
10085;CANDIDA;184283;16;471;121;0;0;0;4,56;-;-;-
10086;CANDIDA;184299;16;476;82;0;0;0;4,46;-;-;-
10087;CANDIDA;184316;16;475;95;0;0;0;4,51;-;-;-
10088;CANDIDA;184332;16;476;103;0;0;0;4,49;-;-;-
10089;CANDIDA;184349;16;475;81;0;0;0;4,49;-;-;-
10090;CANDIDA;184366;16;465;97;0;0;0;4,54;-;-;-
10091;CANDIDA;184382;16;466;120;0;0;0;4,54;-;-;-
10092;CANDIDA;184399;16;465;95;0;0;0;4,62;-;-;-
10093;CANDIDA;184416;16;476;133;0;0;0;4,57;-;-;-
10094;CANDIDA;184432;16;454;103;0;0;0;4,52;-;-;-
10095;CANDIDA;184449;16;474;114;0;0;0;4,62;-;-;-
10096;CANDIDA;184466;16;469;124;0;0;0;4,59;-;-;-
10097;CANDIDA;184482;16;474;117;0;0;0;4,56;-;-;-
10098;CANDIDA;184499;16;474;98;0;0;0;4,46;-;-;-
10099;CANDIDA;184515;16;478;97;0;0;0;4,57;-;-;-
10100;CANDIDA;184532;16;417;77;0;0;0;4,56;-;-;-
10101;CANDIDA;184549;16;418;79;0;0;0;4,56;-;-;-
10102;CANDIDA;184565;16;424;117;0;0;0;4,64;-;-;-
10103;CANDIDA;184582;16;419;118;0;0;0;4,65;-;-;-
10104;CANDIDA;184599;16;418;85;0;0;0;4,54;-;-;-
10105;CANDIDA;184615;16;418;75;0;0;0;4,59;-;-;-
10106;CANDIDA;184632;16;408;82;0;0;0;4,6;-;-;-
10107;CANDIDA;184649;16;428;94;0;0;0;4,56;-;-;-
10108;CANDIDA;184665;16;417;120;0;0;0;4,67;-;-;-
10109;CANDIDA;184682;16;404;87;0;0;0;4,56;-;-;-
10110;CANDIDA;184698;16;402;79;0;0;0;4,6;-;-;-
10111;CANDIDA;184715;16;422;71;0;0;0;4,48;-;-;-
10112;CANDIDA;184732;16;398;74;0;0;0;4,49;-;-;-
10113;CANDIDA;184748;16;398;51;0;0;0;4,44;-;-;-
10114;CANDIDA;184765;16;418;78;0;0;0;4,48;-;-;-
10115;CANDIDA;184782;16;422;66;0;0;0;4,52;-;-;-
10116;CANDIDA;184798;16;428;85;0;0;0;4,57;-;-;-
10117;CANDIDA;184815;16;397;88;0;0;0;4,57;-;-;-
10118;CANDIDA;184832;16;352;55;0;0;0;4,56;-;-;-
10119;CANDIDA;184848;16;377;42;0;0;0;4,54;-;-;-
10120;CANDIDA;184865;16;357;51;0;0;0;4,59;-;-;-
10121;CANDIDA;184881;16;355;58;0;0;0;4,54;-;-;-
10122;CANDIDA;184898;16;371;58;0;0;0;4,56;-;-;-
10123;CANDIDA;184915;16;372;56;0;0;0;4,52;-;-;-
10124;CANDIDA;184931;16;355;78;0;0;0;4,67;-;-;-
10125;CANDIDA;184948;16;365;68;0;0;0;4,64;-;-;-
10126;CANDIDA;184965;16;371;65;0;0;0;4,64;-;-;-
10127;CANDIDA;184981;16;368;52;0;0;0;4,6;-;-;-
10128;CANDIDA;184998;16;369;48;0;0;0;4,57;-;-;-
10129;CANDIDA;185015;16;374;55;0;0;0;4,6;-;-;-
10130;CANDIDA;185031;16;365;51;0;0;0;4,62;-;-;-
10131;CANDIDA;185048;16;361;40;0;0;0;4,56;-;-;-
10132;CANDIDA;185064;16;365;25;0;0;0;4,49;-;-;-
10133;CANDIDA;185081;16;357;19;0;0;0;4,44;-;-;-
10134;CANDIDA;185098;16;378;49;0;0;0;4,51;-;-;-
10135;CANDIDA;185114;16;369;69;0;0;0;4,57;-;-;-
10136;CANDIDA;185131;16;369;48;0;0;0;4,57;-;-;-
10137;CANDIDA;185148;16;369;33;0;0;0;4,56;-;-;-
10138;CANDIDA;185164;16;369;77;0;0;0;4,57;-;-;-
10139;CANDIDA;185181;16;365;42;0;0;0;4,52;-;-;-
10140;CANDIDA;185198;16;374;66;0;0;0;4,52;-;-;-
10141;CANDIDA;185214;16;367;77;0;0;0;4,6;-;-;-
10142;CANDIDA;185231;16;372;38;0;0;0;4,51;-;-;-
10143;CANDIDA;185247;16;369;52;0;0;0;4,59;-;-;-
10144;CANDIDA;185264;16;359;55;0;0;0;4,68;-;-;-
10145;CANDIDA;185281;16;361;45;0;0;0;4,65;-;-;-
10146;CANDIDA;185297;16;358;75;0;0;0;4,8;-;-;-
10147;CANDIDA;185314;16;364;33;0;0;0;4,67;-;-;-
10148;CANDIDA;185331;16;367;29;0;0;0;4,64;-;-;-
10149;CANDIDA;185347;16;359;46;0;0;0;4,65;-;-;-
10150;CANDIDA;185364;16;375;33;0;0;0;4,64;-;-;-
10151;CANDIDA;185380;16;359;55;0;0;0;4,73;-;-;-
10152;CANDIDA;185397;16;369;40;0;0;0;4,7;-;-;-
10153;CANDIDA;185414;16;374;13;0;0;0;4,65;-;-;-
10154;CANDIDA;185430;16;369;35;0;0;0;4,64;-;-;-
10155;CANDIDA;185447;16;367;71;0;0;0;4,68;-;-;-
10156;CANDIDA;185464;16;367;40;0;0;0;4,54;-;-;-
10157;CANDIDA;185480;16;371;43;0;0;0;4,67;-;-;-
10158;CANDIDA;185497;16;365;51;0;0;0;4,67;-;-;-
10159;CANDIDA;185514;16;375;42;0;0;0;4,67;-;-;-
10160;CANDIDA;185530;16;379;39;0;0;0;4,68;-;-;-
10161;CANDIDA;185547;16;422;100;0;0;0;4,68;-;-;-
10162;CANDIDA;185563;16;494;137;0;0;0;4,72;-;-;-
10163;CANDIDA;185580;16;506;120;0;0;0;4,62;-;-;-
10164;CANDIDA;185597;16;524;108;0;0;0;4,62;-;-;-
10165;CANDIDA;185613;16;509;134;0;0;0;4,73;-;-;-
10166;CANDIDA;185630;16;518;137;0;0;0;4,73;-;-;-
10167;CANDIDA;185647;16;516;129;0;0;0;4,68;-;-;-
10168;CANDIDA;185663;16;521;117;0;0;0;4,62;-;-;-
10169;CANDIDA;185680;16;522;137;0;0;0;4,65;-;-;-
10170;CANDIDA;185697;16;522;117;0;0;0;4,64;-;-;-
10171;CANDIDA;185713;16;525;131;0;0;0;4,67;-;-;-
10172;CANDIDA;185730;16;526;104;0;0;0;4,56;-;-;-
10173;CANDIDA;185746;16;529;121;0;0;0;4,67;-;-;-
10174;CANDIDA;185763;16;525;136;0;0;0;4,59;-;-;-
10175;CANDIDA;185780;16;531;136;0;0;0;4,76;-;-;-
10176;CANDIDA;185796;16;529;134;0;0;0;4,75;-;-;-
10177;CANDIDA;185813;16;528;130;0;0;0;4,67;-;-;-
10178;CANDIDA;185830;16;525;133;0;0;0;4,68;-;-;-
10179;CANDIDA;185846;16;622;192;0;0;0;4,83;-;-;-
10180;CANDIDA;185863;16;773;169;0;0;0;4,68;-;-;-
10181;CANDIDA;185880;16;886;192;0;0;0;4,65;-;-;-
10182;CANDIDA;185896;16;884;182;0;0;0;4,67;-;-;-
10183;CANDIDA;185913;16;893;205;0;0;0;4,78;-;-;-
10184;CANDIDA;185929;16;877;206;0;0;0;4,72;-;-;-
10185;CANDIDA;185946;16;893;215;0;0;0;4,75;-;-;-
10186;CANDIDA;185963;16;894;201;0;0;0;4,68;-;-;-
10187;CANDIDA;185979;16;899;191;0;0;0;4,72;-;-;-
10188;CANDIDA;185996;16;879;199;0;0;0;4,78;-;-;-
10189;CANDIDA;186013;16;886;199;0;0;0;4,81;-;-;-
10190;CANDIDA;186029;16;884;228;0;0;0;4,84;-;-;-
10191;CANDIDA;186046;16;889;205;0;0;0;4,68;-;-;-
10192;CANDIDA;186063;16;892;193;0;0;0;4,68;-;-;-
10193;CANDIDA;186079;16;894;204;0;0;0;4,72;-;-;-
10194;CANDIDA;186096;16;876;195;0;0;0;4,7;-;-;-
10195;CANDIDA;186112;16;883;204;0;0;0;4,67;-;-;-
10196;CANDIDA;186129;16;892;192;0;0;0;4,78;-;-;-
10197;CANDIDA;186146;16;886;234;0;0;0;4,81;-;-;-
10198;CANDIDA;186162;16;892;219;0;0;0;4,78;-;-;-
10199;CANDIDA;186179;16;894;230;0;0;0;4,78;-;-;-
10200;CANDIDA;186196;16;894;235;0;0;0;4,75;-;-;-
10201;CANDIDA;186212;16;896;230;0;0;0;4,73;-;-;-
10202;CANDIDA;186229;16;897;251;0;0;0;4,8;-;-;-
10203;CANDIDA;186246;16;904;253;0;0;0;4,76;-;-;-
10204;CANDIDA;186262;16;906;248;0;0;0;4,78;-;-;-
10205;CANDIDA;186279;16;909;240;0;0;0;4,7;-;-;-
10206;CANDIDA;186295;16;893;215;0;0;0;4,67;-;-;-
10207;CANDIDA;186312;16;893;247;0;0;0;4,75;-;-;-
10208;CANDIDA;186329;16;887;258;0;0;0;4,7;-;-;-
10209;CANDIDA;186345;16;906;218;0;0;0;4,62;-;-;-
10210;CANDIDA;186362;16;906;225;0;0;0;4,65;-;-;-
10211;CANDIDA;186379;16;899;228;0;0;0;4,6;-;-;-
10212;CANDIDA;186395;16;897;224;0;0;0;4,76;-;-;-
