GP-No;Name;Time;Timegap;X;Y;X-offset;Y-offset;Pupil Diameter Left (mm);Pupil Diameter Right (mm);Mouse X-coord;Mouse Y-coord;AoI
389;CANDIDA;6520;16;837;515;0;0;5,17;5,17;-;-;-
390;CANDIDA;6537;16;833;515;0;0;5,18;5,15;-;-;-
391;CANDIDA;6554;16;834;502;0;0;5,13;5,15;-;-;-
392;CANDIDA;6570;16;837;513;0;0;5,23;5,15;-;-;-
393;CANDIDA;6587;16;833;531;0;0;5,13;5,09;-;-;-
394;CANDIDA;6604;16;899;966;0;0;-1;4,83;-;-;-
395;CANDIDA;6654;49;870;569;0;0;-1;4,97;-;-;-
396;CANDIDA;6670;16;924;604;0;0;5,21;5,13;-;-;-
397;CANDIDA;6687;16;927;544;0;0;5,25;5,07;-;-;-
398;CANDIDA;6703;16;943;547;0;0;5,12;5,02;-;-;-
399;CANDIDA;6720;16;943;553;0;0;5,17;5,04;-;-;-
400;CANDIDA;6737;16;930;565;0;0;5,18;5,07;-;-;-
401;CANDIDA;6753;16;936;554;0;0;5,18;5,05;-;-;-
402;CANDIDA;6770;16;943;550;0;0;5,12;5,04;-;-;-
403;CANDIDA;6787;16;940;547;0;0;5,15;5,02;-;-;-
404;CANDIDA;6803;16;941;557;0;0;5,15;5,02;-;-;-
405;CANDIDA;6820;16;933;550;0;0;5,2;5,01;-;-;-
406;CANDIDA;6837;16;933;554;0;0;5,2;5,04;-;-;-
407;CANDIDA;6853;16;934;575;0;0;5,25;5,05;-;-;-
408;CANDIDA;6870;16;953;544;0;0;5,18;5,05;-;-;-
409;CANDIDA;6886;16;939;565;0;0;5,2;5,2;-;-;-
410;CANDIDA;6903;16;929;557;0;0;5,17;5,13;-;-;-
411;CANDIDA;6920;16;929;552;0;0;5,2;5,07;-;-;-
412;CANDIDA;6936;16;937;540;0;0;5,25;4,96;-;-;-
413;CANDIDA;6953;16;943;541;0;0;5,21;5,01;-;-;-
414;CANDIDA;6970;16;926;541;0;0;5,18;5,02;-;-;-
415;CANDIDA;6986;16;946;541;0;0;5,17;5,05;-;-;-
416;CANDIDA;7003;16;933;549;0;0;5,15;5,09;-;-;-
417;CANDIDA;7019;16;939;550;0;0;5,18;5,07;-;-;-
418;CANDIDA;7036;16;931;565;0;0;5,17;5,05;-;-;-
419;CANDIDA;7053;16;934;550;0;0;5,12;5,04;-;-;-
420;CANDIDA;7069;16;936;559;0;0;5,17;5,15;-;-;-
421;CANDIDA;7086;16;931;546;0;0;5,17;5,05;-;-;-
422;CANDIDA;7103;16;943;550;0;0;5,18;5,07;-;-;-
423;CANDIDA;7119;16;929;549;0;0;5,13;5,05;-;-;-
424;CANDIDA;7136;16;927;550;0;0;5,15;5,02;-;-;-
425;CANDIDA;7153;16;934;549;0;0;5,15;5,04;-;-;-
426;CANDIDA;7169;16;934;562;0;0;5,09;5,02;-;-;-
427;CANDIDA;7186;16;926;553;0;0;5,12;5,02;-;-;-
428;CANDIDA;7202;16;961;570;0;0;5,17;5,04;-;-;-
429;CANDIDA;7219;16;921;560;0;0;5,13;5,04;-;-;-
430;CANDIDA;7236;16;939;547;0;0;5,05;4,97;-;-;-
431;CANDIDA;7252;16;936;559;0;0;5,13;4,96;-;-;-
432;CANDIDA;7269;16;939;572;0;0;5,12;4,99;-;-;-
433;CANDIDA;7286;16;936;552;0;0;5,1;4,97;-;-;-
434;CANDIDA;7302;16;931;546;0;0;5,12;4,91;-;-;-
435;CANDIDA;7319;16;926;556;0;0;5,13;4,92;-;-;-
436;CANDIDA;7336;16;940;556;0;0;5,12;4,97;-;-;-
437;CANDIDA;7352;16;934;540;0;0;5,12;4,89;-;-;-
438;CANDIDA;7369;16;933;539;0;0;5,05;4,92;-;-;-
439;CANDIDA;7385;16;1014;562;0;0;5,13;4,89;-;-;-
440;CANDIDA;7402;16;1023;570;0;0;5,02;4,89;-;-;-
441;CANDIDA;7419;16;1020;559;0;0;5,02;4,84;-;-;-
442;CANDIDA;7435;16;1017;562;0;0;4,99;4,91;-;-;-
443;CANDIDA;7452;16;1014;544;0;0;5,01;4,83;-;-;-
444;CANDIDA;7469;16;1020;553;0;0;4,97;4,88;-;-;-
445;CANDIDA;7485;16;1017;562;0;0;5,02;4,84;-;-;-
446;CANDIDA;7502;16;1017;559;0;0;4,99;4,83;-;-;-
447;CANDIDA;7519;16;1024;550;0;0;4,96;4,8;-;-;-
448;CANDIDA;7535;16;1020;573;0;0;4,91;4,83;-;-;-
449;CANDIDA;7552;16;1023;559;0;0;4,88;4,78;-;-;-
450;CANDIDA;7568;16;1018;579;0;0;4,89;4,83;-;-;-
451;CANDIDA;7585;16;1020;562;0;0;4,86;4,75;-;-;-
452;CANDIDA;7602;16;1018;554;0;0;4,92;4,73;-;-;-
453;CANDIDA;7618;16;1037;550;0;0;4,78;4,67;-;-;-
454;CANDIDA;7635;16;1017;543;0;0;4,89;4,67;-;-;-
455;CANDIDA;7652;16;1016;539;0;0;4,83;4,67;-;-;-
456;CANDIDA;7668;16;1018;553;0;0;4,78;4,67;-;-;-
457;CANDIDA;7685;16;1018;553;0;0;4,84;4,65;-;-;-
458;CANDIDA;7702;16;1024;566;0;0;4,88;4,76;-;-;-
459;CANDIDA;7718;16;1026;552;0;0;4,84;4,73;-;-;-
460;CANDIDA;7735;16;1020;560;0;0;4,86;4,73;-;-;-
461;CANDIDA;7751;16;1023;562;0;0;4,8;4,73;-;-;-
462;CANDIDA;7768;16;1024;541;0;0;4,78;4,68;-;-;-
463;CANDIDA;7785;16;1020;554;0;0;4,84;4,73;-;-;-
464;CANDIDA;7801;16;1018;550;0;0;4,81;4,65;-;-;-
465;CANDIDA;7818;16;1014;543;0;0;4,76;4,67;-;-;-
466;CANDIDA;7835;16;1011;554;0;0;4,78;4,68;-;-;-
467;CANDIDA;7851;16;1103;536;0;0;4,86;4,67;-;-;-
468;CANDIDA;7868;16;1125;544;0;0;4,83;4,62;-;-;-
469;CANDIDA;7885;16;1117;520;0;0;4,76;4,67;-;-;-
470;CANDIDA;7901;16;1123;526;0;0;4,8;4,67;-;-;-
471;CANDIDA;7918;16;1117;523;0;0;4,8;4,67;-;-;-
472;CANDIDA;7934;16;1121;514;0;0;4,8;4,68;-;-;-
473;CANDIDA;7951;16;1115;536;0;0;4,78;4,7;-;-;-
474;CANDIDA;7968;16;1120;518;0;0;4,78;4,62;-;-;-
475;CANDIDA;7984;16;1120;527;0;0;4,83;4,67;-;-;-
476;CANDIDA;8001;16;1124;521;0;0;4,88;4,6;-;-;-
477;CANDIDA;8018;16;1124;523;0;0;4,76;4,64;-;-;-
478;CANDIDA;8034;16;1115;526;0;0;4,8;4,72;-;-;-
479;CANDIDA;8051;16;1120;528;0;0;4,84;4,65;-;-;-
480;CANDIDA;8067;16;1121;541;0;0;4,84;4,68;-;-;-
481;CANDIDA;8084;16;1117;543;0;0;4,89;4,72;-;-;-
482;CANDIDA;8101;16;1127;534;0;0;4,81;4,68;-;-;-
483;CANDIDA;8117;16;1120;527;0;0;4,8;4,68;-;-;-
484;CANDIDA;8134;16;1125;521;0;0;4,8;4,68;-;-;-
485;CANDIDA;8151;16;1124;523;0;0;4,81;4,65;-;-;-
486;CANDIDA;8167;16;1121;536;0;0;4,86;4,76;-;-;-
487;CANDIDA;8184;16;1114;523;0;0;4,76;4,65;-;-;-
488;CANDIDA;8201;16;1121;537;0;0;4,84;4,72;-;-;-
489;CANDIDA;8217;16;1115;536;0;0;4,86;4,68;-;-;-
490;CANDIDA;8234;16;1114;536;0;0;4,86;4,65;-;-;-
491;CANDIDA;8250;16;1118;530;0;0;4,88;4,73;-;-;-
492;CANDIDA;8267;16;1118;530;0;0;4,86;4,67;-;-;-
493;CANDIDA;8284;16;1117;543;0;0;4,8;4,81;-;-;-
494;CANDIDA;8300;16;1117;536;0;0;4,84;4,8;-;-;-
495;CANDIDA;8317;16;1120;533;0;0;4,81;4,75;-;-;-
496;CANDIDA;8334;16;1118;557;0;0;4,96;4,78;-;-;-
497;CANDIDA;8350;16;1125;468;0;0;4,88;4,73;-;-;-
498;CANDIDA;8367;16;1133;920;0;0;4,92;4,64;-;-;-
499;CANDIDA;8384;16;1133;741;0;0;4,99;4,78;-;-;-
500;CANDIDA;8400;16;1141;514;0;0;4,89;4,72;-;-;-
501;CANDIDA;8417;16;1138;514;0;0;4,92;4,8;-;-;-
502;CANDIDA;8433;16;1134;495;0;0;4,83;4,73;-;-;-
503;CANDIDA;8450;16;1141;497;0;0;4,89;4,7;-;-;-
504;CANDIDA;8467;16;1144;523;0;0;4,89;4,72;-;-;-
505;CANDIDA;8483;16;1145;517;0;0;4,84;4,73;-;-;-
506;CANDIDA;8500;16;1125;530;0;0;4,92;4,76;-;-;-
507;CANDIDA;8517;16;1131;520;0;0;4,83;4,72;-;-;-
508;CANDIDA;8533;16;1128;523;0;0;4,84;4,67;-;-;-
509;CANDIDA;8550;16;1125;511;0;0;4,83;4,7;-;-;-
510;CANDIDA;8567;16;1133;515;0;0;4,8;4,7;-;-;-
511;CANDIDA;8583;16;1128;511;0;0;4,81;4,68;-;-;-
512;CANDIDA;8600;16;1131;510;0;0;4,8;4,7;-;-;-
513;CANDIDA;8616;16;1131;518;0;0;4,83;4,68;-;-;-
514;CANDIDA;8633;16;1134;508;0;0;4,84;4,65;-;-;-
515;CANDIDA;8650;16;1135;517;0;0;4,81;4,8;-;-;-
516;CANDIDA;8666;16;1131;515;0;0;4,78;4,73;-;-;-
517;CANDIDA;8683;16;1130;495;0;0;4,78;4,64;-;-;-
518;CANDIDA;8700;16;1133;507;0;0;4,83;4,67;-;-;-
519;CANDIDA;8716;16;1131;500;0;0;4,76;4,67;-;-;-
520;CANDIDA;8733;16;1133;501;0;0;4,78;4,7;-;-;-
521;CANDIDA;8750;16;1131;497;0;0;4,78;4,67;-;-;-
522;CANDIDA;8766;16;1130;518;0;0;4,8;4,84;-;-;-
523;CANDIDA;8783;16;1131;517;0;0;4,78;4,67;-;-;-
524;CANDIDA;8799;16;1118;515;0;0;4,81;4,68;-;-;-
525;CANDIDA;8816;16;1134;523;0;0;4,86;4,76;-;-;-
526;CANDIDA;8833;16;1131;527;0;0;4,84;4,8;-;-;-
527;CANDIDA;8849;16;1130;524;0;0;4,84;4,76;-;-;-
528;CANDIDA;8866;16;1153;523;0;0;4,88;4,78;-;-;-
529;CANDIDA;8883;16;1134;531;0;0;4,88;4,84;-;-;-
530;CANDIDA;8899;16;1127;524;0;0;4,81;4,86;-;-;-
531;CANDIDA;8916;16;1133;510;0;0;4,89;4,73;-;-;-
532;CANDIDA;8933;16;1130;515;0;0;4,84;4,76;-;-;-
533;CANDIDA;8949;16;1133;511;0;0;4,8;4,75;-;-;-
534;CANDIDA;8966;16;1123;513;0;0;4,83;4,78;-;-;-
535;CANDIDA;8982;16;1130;508;0;0;4,89;4,78;-;-;-
536;CANDIDA;8999;16;1124;534;0;0;4,89;4,81;-;-;-
537;CANDIDA;9016;16;1201;553;0;0;4,81;4,88;-;-;-
538;CANDIDA;9032;16;1208;560;0;0;4,88;4,84;-;-;-
539;CANDIDA;9049;16;1202;550;0;0;4,91;4,75;-;-;-
540;CANDIDA;9066;16;1194;547;0;0;4,92;4,8;-;-;-
541;CANDIDA;9082;16;1202;556;0;0;4,88;4,8;-;-;-
542;CANDIDA;9099;16;1207;549;0;0;4,89;4,81;-;-;-
543;CANDIDA;9116;16;1207;560;0;0;4,91;4,84;-;-;-
544;CANDIDA;9132;16;1207;543;0;0;4,84;4,83;-;-;-
545;CANDIDA;9149;16;1201;540;0;0;4,88;4,78;-;-;-
546;CANDIDA;9165;16;1217;544;0;0;4,84;4,86;-;-;-
547;CANDIDA;9182;16;1198;552;0;0;4,89;4,84;-;-;-
548;CANDIDA;9199;16;1205;562;0;0;4,84;4,86;-;-;-
549;CANDIDA;9215;16;1204;547;0;0;4,76;4,72;-;-;-
550;CANDIDA;9232;16;1198;547;0;0;4,81;4,76;-;-;-
551;CANDIDA;9249;16;1210;546;0;0;4,81;4,76;-;-;-
552;CANDIDA;9265;16;1207;549;0;0;4,81;4,73;-;-;-
553;CANDIDA;9282;16;1204;544;0;0;4,78;4,73;-;-;-
554;CANDIDA;9298;16;1212;549;0;0;4,84;4,75;-;-;-
555;CANDIDA;9315;16;1211;547;0;0;4,81;4,75;-;-;-
556;CANDIDA;9332;16;1215;543;0;0;4,84;4,68;-;-;-
557;CANDIDA;9348;16;1204;552;0;0;4,86;4,73;-;-;-
558;CANDIDA;9365;16;1208;547;0;0;4,81;4,73;-;-;-
559;CANDIDA;9382;16;1207;541;0;0;4,76;4,73;-;-;-
560;CANDIDA;9398;16;1202;527;0;0;4,78;4,76;-;-;-
561;CANDIDA;9415;16;1147;547;0;0;4,86;4,7;-;-;-
562;CANDIDA;9432;16;1135;563;0;0;4,84;4,7;-;-;-
563;CANDIDA;9448;16;1141;1022;0;0;4,84;4,57;-;-;-
564;CANDIDA;9515;66;850;628;0;0;-1;-1;-;-;-
565;CANDIDA;9531;16;1165;1006;0;0;4,67;4,54;-;-;-
566;CANDIDA;9548;16;1167;543;0;0;4,83;4,73;-;-;-
567;CANDIDA;9565;16;1154;579;0;0;4,78;4,7;-;-;-
568;CANDIDA;9581;16;1161;643;0;0;4,75;4,76;-;-;-
569;CANDIDA;9598;16;1163;640;0;0;4,76;4,72;-;-;-
570;CANDIDA;9615;16;1163;632;0;0;4,75;4,7;-;-;-
571;CANDIDA;9631;16;1161;622;0;0;4,76;4,67;-;-;-
572;CANDIDA;9648;16;1157;631;0;0;4,72;4,65;-;-;-
573;CANDIDA;9664;16;1157;640;0;0;4,83;4,67;-;-;-
574;CANDIDA;9681;16;1154;634;0;0;4,83;4,72;-;-;-
575;CANDIDA;9698;16;1151;645;0;0;4,81;4,65;-;-;-
576;CANDIDA;9714;16;1154;653;0;0;4,8;4,8;-;-;-
577;CANDIDA;9731;16;1150;656;0;0;4,8;4,72;-;-;-
578;CANDIDA;9748;16;1155;647;0;0;4,81;4,72;-;-;-
579;CANDIDA;9764;16;1163;645;0;0;4,8;4,72;-;-;-
580;CANDIDA;9781;16;1160;628;0;0;4,75;4,68;-;-;-
581;CANDIDA;9798;16;1155;625;0;0;4,72;4,65;-;-;-
582;CANDIDA;9814;16;1154;621;0;0;4,75;4,68;-;-;-
583;CANDIDA;9831;16;1153;632;0;0;4,81;4,7;-;-;-
584;CANDIDA;9847;16;1150;628;0;0;4,8;4,64;-;-;-
585;CANDIDA;9864;16;1147;632;0;0;4,8;4,7;-;-;-
586;CANDIDA;9881;16;1148;617;0;0;4,8;4,68;-;-;-
587;CANDIDA;9897;16;1151;630;0;0;4,8;4,73;-;-;-
588;CANDIDA;9914;16;1151;627;0;0;4,8;4,75;-;-;-
589;CANDIDA;9931;16;1143;631;0;0;4,84;4,75;-;-;-
590;CANDIDA;9947;16;1144;632;0;0;4,84;4,83;-;-;-
591;CANDIDA;9964;16;1150;638;0;0;4,86;4,81;-;-;-
592;CANDIDA;9981;16;1147;653;0;0;4,92;4,91;-;-;-
593;CANDIDA;9997;16;1144;635;0;0;4,81;4,83;-;-;-
594;CANDIDA;10014;16;1150;635;0;0;4,8;4,84;-;-;-
595;CANDIDA;10030;16;1150;650;0;0;4,83;4,91;-;-;-
596;CANDIDA;10047;16;1160;641;0;0;4,88;4,88;-;-;-
597;CANDIDA;10064;16;1151;640;0;0;4,91;4,83;-;-;-
598;CANDIDA;10080;16;1155;644;0;0;4,92;4,81;-;-;-
599;CANDIDA;10097;16;1151;647;0;0;4,89;4,83;-;-;-
600;CANDIDA;10114;16;1157;628;0;0;4,84;4,75;-;-;-
601;CANDIDA;10130;16;1154;641;0;0;4,94;4,8;-;-;-
602;CANDIDA;10147;16;1155;638;0;0;4,94;4,83;-;-;-
603;CANDIDA;10164;16;1158;644;0;0;4,94;4,84;-;-;-
604;CANDIDA;10180;16;1155;648;0;0;4,92;4,88;-;-;-
605;CANDIDA;10197;16;1124;771;0;0;4,91;4,86;-;-;-
606;CANDIDA;10213;16;1103;914;0;0;4,96;4,84;-;-;-
607;CANDIDA;10230;16;1107;907;0;0;4,97;4,88;-;-;-
608;CANDIDA;10247;16;1104;911;0;0;4,88;4,88;-;-;-
609;CANDIDA;10263;16;1105;923;0;0;4,89;4,84;-;-;-
610;CANDIDA;10280;16;1114;915;0;0;4,86;4,86;-;-;-
611;CANDIDA;10297;16;1110;907;0;0;4,88;4,86;-;-;-
612;CANDIDA;10313;16;1108;927;0;0;4,92;4,88;-;-;-
613;CANDIDA;10330;16;1110;915;0;0;4,86;4,86;-;-;-
614;CANDIDA;10347;16;1105;913;0;0;4,83;4,83;-;-;-
615;CANDIDA;10363;16;1110;931;0;0;4,84;4,92;-;-;-
616;CANDIDA;10380;16;1105;923;0;0;4,91;4,83;-;-;-
617;CANDIDA;10396;16;1113;911;0;0;4,89;4,78;-;-;-
618;CANDIDA;10413;16;1113;907;0;0;4,88;4,83;-;-;-
619;CANDIDA;10430;16;1104;920;0;0;4,96;4,83;-;-;-
620;CANDIDA;10446;16;1105;904;0;0;4,96;4,72;-;-;-
621;CANDIDA;10463;16;1107;907;0;0;4,92;4,78;-;-;-
622;CANDIDA;10480;16;1110;911;0;0;4,92;4,8;-;-;-
623;CANDIDA;10496;16;1104;902;0;0;4,92;4,73;-;-;-
624;CANDIDA;10513;16;1108;924;0;0;4,96;4,89;-;-;-
625;CANDIDA;10529;16;1107;911;0;0;5,01;4,84;-;-;-
626;CANDIDA;10546;16;1117;894;0;0;4,91;4,78;-;-;-
627;CANDIDA;10563;16;1104;914;0;0;4,97;4,91;-;-;-
628;CANDIDA;10579;16;1110;914;0;0;4,96;4,84;-;-;-
629;CANDIDA;10596;16;1110;897;0;0;4,94;4,81;-;-;-
630;CANDIDA;10613;16;1108;907;0;0;4,97;4,88;-;-;-
631;CANDIDA;10629;16;1105;924;0;0;4,99;4,86;-;-;-
632;CANDIDA;10646;16;1107;911;0;0;4,96;4,89;-;-;-
633;CANDIDA;10663;16;1104;900;0;0;4,92;4,86;-;-;-
634;CANDIDA;10679;16;1073;989;0;0;4,72;4,84;-;-;-
635;CANDIDA;10712;33;1008;1077;0;0;4,73;4,83;-;-;-
636;CANDIDA;10729;16;1024;852;0;0;4,68;4,72;-;-;-
637;CANDIDA;10746;16;1028;749;0;0;4,94;4,8;-;-;-
638;CANDIDA;10762;16;1033;770;0;0;4,83;4,84;-;-;-
639;CANDIDA;10779;16;1031;770;0;0;4,99;4,83;-;-;-
640;CANDIDA;10796;16;1033;767;0;0;4,91;4,76;-;-;-
641;CANDIDA;10812;16;1028;770;0;0;4,89;4,83;-;-;-
642;CANDIDA;10829;16;1026;762;0;0;4,89;4,72;-;-;-
643;CANDIDA;10846;16;1027;765;0;0;4,91;4,8;-;-;-
644;CANDIDA;10862;16;1026;768;0;0;4,88;4,76;-;-;-
645;CANDIDA;10879;16;1026;768;0;0;4,88;4,75;-;-;-
646;CANDIDA;10895;16;1024;774;0;0;4,84;4,73;-;-;-
647;CANDIDA;10912;16;1030;755;0;0;4,83;4,7;-;-;-
648;CANDIDA;10929;16;1023;762;0;0;4,8;4,7;-;-;-
649;CANDIDA;10945;16;1018;746;0;0;4,78;4,67;-;-;-
650;CANDIDA;10962;16;1026;748;0;0;4,7;4,65;-;-;-
651;CANDIDA;10979;16;1037;751;0;0;4,78;4,68;-;-;-
652;CANDIDA;10995;16;1034;751;0;0;4,75;4,65;-;-;-
653;CANDIDA;11012;16;1028;764;0;0;4,83;4,76;-;-;-
654;CANDIDA;11029;16;1030;765;0;0;4,81;4,68;-;-;-
655;CANDIDA;11045;16;1018;755;0;0;4,76;4,68;-;-;-
656;CANDIDA;11062;16;1024;758;0;0;4,78;4,73;-;-;-
657;CANDIDA;11078;16;947;1076;0;0;0;4,64;-;-;-
658;CANDIDA;11228;149;924;669;0;0;-1;4,73;-;-;-
659;CANDIDA;11245;16;957;684;0;0;4,73;4,67;-;-;-
660;CANDIDA;11261;16;960;770;0;0;4,8;4,73;-;-;-
661;CANDIDA;11278;16;966;765;0;0;4,78;4,76;-;-;-
662;CANDIDA;11295;16;964;775;0;0;4,78;4,68;-;-;-
663;CANDIDA;11311;16;964;765;0;0;4,76;4,7;-;-;-
664;CANDIDA;11328;16;951;785;0;0;4,7;4,73;-;-;-
665;CANDIDA;11345;16;971;772;0;0;4,78;4,7;-;-;-
666;CANDIDA;11361;16;950;764;0;0;4,67;4,72;-;-;-
667;CANDIDA;11378;16;949;768;0;0;4,8;4,68;-;-;-
668;CANDIDA;11395;16;953;774;0;0;4,73;4,73;-;-;-
669;CANDIDA;11411;16;947;770;0;0;4,73;4,64;-;-;-
670;CANDIDA;11428;16;949;771;0;0;4,72;4,67;-;-;-
671;CANDIDA;11444;16;959;765;0;0;4,75;4,65;-;-;-
672;CANDIDA;11461;16;971;781;0;0;4,76;4,7;-;-;-
673;CANDIDA;11478;16;959;777;0;0;4,8;4,65;-;-;-
674;CANDIDA;11494;16;961;785;0;0;4,72;4,72;-;-;-
675;CANDIDA;11511;16;961;768;0;0;4,7;4,65;-;-;-
676;CANDIDA;11528;16;954;768;0;0;4,78;4,65;-;-;-
677;CANDIDA;11544;16;953;784;0;0;4,73;4,75;-;-;-
678;CANDIDA;11561;16;959;790;0;0;4,78;4,76;-;-;-
679;CANDIDA;11577;16;970;780;0;0;4,8;4,72;-;-;-
680;CANDIDA;11594;16;969;788;0;0;4,78;4,76;-;-;-
681;CANDIDA;11611;16;963;752;0;0;4,78;4,65;-;-;-
682;CANDIDA;11827;216;699;667;0;0;0;-1;-;-;-
683;CANDIDA;11860;33;790;966;0;0;4,81;4,4;-;-;-
684;CANDIDA;11877;16;827;557;0;0;4,76;4,56;-;-;-
685;CANDIDA;11894;16;846;497;0;0;4,64;4,64;-;-;-
686;CANDIDA;11910;16;840;569;0;0;4,64;4,54;-;-;-
687;CANDIDA;11927;16;812;560;0;0;4,56;4,56;-;-;-
688;CANDIDA;11943;16;850;580;0;0;4,6;4,56;-;-;-
689;CANDIDA;11960;16;813;576;0;0;4,62;4,54;-;-;-
690;CANDIDA;11977;16;852;580;0;0;4,6;4,54;-;-;-
691;CANDIDA;11993;16;844;580;0;0;4,51;4,51;-;-;-
692;CANDIDA;12010;16;840;582;0;0;4,52;4,52;-;-;-
693;CANDIDA;12027;16;839;554;0;0;4,46;4,43;-;-;-
694;CANDIDA;12043;16;816;573;0;0;4,54;4,44;-;-;-
695;CANDIDA;12060;16;525;530;0;0;4,6;4,54;-;-;-
696;CANDIDA;12077;16;262;400;0;0;4,48;4,54;-;-;-
697;CANDIDA;12093;16;300;435;0;0;4,52;4,56;-;-;-
698;CANDIDA;12110;16;275;404;0;0;4,38;4,44;-;-;-
699;CANDIDA;12126;16;268;401;0;0;4,52;4,43;-;-;-
700;CANDIDA;12143;16;267;411;0;0;4,41;4,52;-;-;-
701;CANDIDA;12160;16;272;403;0;0;4,49;4,52;-;-;-
702;CANDIDA;12176;16;271;381;0;0;4,38;4,46;-;-;-
703;CANDIDA;12193;16;278;396;0;0;4,4;4,48;-;-;-
704;CANDIDA;12210;16;272;381;0;0;4,43;4,46;-;-;-
705;CANDIDA;12226;16;275;387;0;0;4,43;4,46;-;-;-
706;CANDIDA;12243;16;278;355;0;0;4,46;4,52;-;-;-
707;CANDIDA;12260;16;218;154;0;0;4,54;4,56;-;-;-
708;CANDIDA;12276;16;214;170;0;0;4,54;4,44;-;-;-
709;CANDIDA;12293;16;237;147;0;0;4,48;4,49;-;-;-
710;CANDIDA;12309;16;237;127;0;0;4,44;4,51;-;-;-
711;CANDIDA;12326;16;225;152;0;0;4,52;4,54;-;-;-
712;CANDIDA;12343;16;221;126;0;0;4,46;4,56;-;-;-
713;CANDIDA;12359;16;213;147;0;0;4,49;4,56;-;-;-
714;CANDIDA;12376;16;223;133;0;0;4,52;4,52;-;-;-
715;CANDIDA;12393;16;213;157;0;0;4,49;4,54;-;-;-
716;CANDIDA;12409;16;220;139;0;0;4,44;4,54;-;-;-
717;CANDIDA;12426;16;214;165;0;0;4,44;4,46;-;-;-
718;CANDIDA;12443;16;214;165;0;0;4,46;4,44;-;-;-
719;CANDIDA;12459;16;230;170;0;0;4,49;4,48;-;-;-
720;CANDIDA;12476;16;234;149;0;0;4,48;4,41;-;-;-
721;CANDIDA;12492;16;231;156;0;0;4,44;4,44;-;-;-
722;CANDIDA;12509;16;221;162;0;0;4,48;4,51;-;-;-
723;CANDIDA;12526;16;217;157;0;0;4,48;4,48;-;-;-
724;CANDIDA;12542;16;214;156;0;0;4,27;4,52;-;-;-
725;CANDIDA;12559;16;254;175;0;0;4,28;4,54;-;-;-
726;CANDIDA;12576;16;230;157;0;0;4,25;4,51;-;-;-
727;CANDIDA;12592;16;223;154;0;0;4,28;4,46;-;-;-
728;CANDIDA;12609;16;245;167;0;0;4,3;4,44;-;-;-
729;CANDIDA;12626;16;217;182;0;0;4,44;4,46;-;-;-
730;CANDIDA;12642;16;218;120;0;0;4,36;4,48;-;-;-
731;CANDIDA;12659;16;217;144;0;0;4,43;4,46;-;-;-
732;CANDIDA;12675;16;215;137;0;0;4,44;4,46;-;-;-
733;CANDIDA;12692;16;217;104;0;0;4,41;4,44;-;-;-
734;CANDIDA;12709;16;258;153;0;0;4,57;4,43;-;-;-
735;CANDIDA;12725;16;240;167;0;0;4,54;4,41;-;-;-
736;CANDIDA;12742;16;258;159;0;0;4,52;4,4;-;-;-
737;CANDIDA;12759;16;251;147;0;0;4,44;4,41;-;-;-
738;CANDIDA;12775;16;274;146;0;0;4,51;4,41;-;-;-
739;CANDIDA;12792;16;241;105;0;0;4,43;4,46;-;-;-
740;CANDIDA;12808;16;270;111;0;0;4,51;4,41;-;-;-
741;CANDIDA;12825;16;268;143;0;0;4,57;4,41;-;-;-
742;CANDIDA;12842;16;271;140;0;0;4,51;4,4;-;-;-
743;CANDIDA;12858;16;272;131;0;0;4,48;4,32;-;-;-
744;CANDIDA;12875;16;255;153;0;0;4,52;4,43;-;-;-
745;CANDIDA;12892;16;251;165;0;0;4,59;4,41;-;-;-
746;CANDIDA;12908;16;254;153;0;0;4,52;4,4;-;-;-
747;CANDIDA;12925;16;247;136;0;0;4,27;4,38;-;-;-
748;CANDIDA;12942;16;252;141;0;0;4,4;4,38;-;-;-
749;CANDIDA;12958;16;257;152;0;0;4,46;4,38;-;-;-
750;CANDIDA;12975;16;287;152;0;0;4,3;4,36;-;-;-
751;CANDIDA;12991;16;244;137;0;0;4,36;4,38;-;-;-
752;CANDIDA;13008;16;250;137;0;0;4,52;4,41;-;-;-
753;CANDIDA;13025;16;272;150;0;0;4,56;4,38;-;-;-
754;CANDIDA;13041;16;277;121;0;0;4,59;4,4;-;-;-
755;CANDIDA;13058;16;250;201;0;0;4,38;4,38;-;-;-
756;CANDIDA;13075;16;295;312;0;0;4,54;4,36;-;-;-
757;CANDIDA;13091;16;295;292;0;0;4,52;4,36;-;-;-
758;CANDIDA;13108;16;300;321;0;0;4,51;4,4;-;-;-
759;CANDIDA;13125;16;291;321;0;0;4,57;4,43;-;-;-
760;CANDIDA;13141;16;301;322;0;0;4,57;4,54;-;-;-
761;CANDIDA;13158;16;290;332;0;0;4,57;4,51;-;-;-
762;CANDIDA;13174;16;307;325;0;0;4,6;4,51;-;-;-
763;CANDIDA;13191;16;295;334;0;0;4,65;4,49;-;-;-
764;CANDIDA;13208;16;310;323;0;0;4,67;4,56;-;-;-
765;CANDIDA;13224;16;297;342;0;0;4,64;4,56;-;-;-
766;CANDIDA;13241;16;298;334;0;0;4,59;4,57;-;-;-
767;CANDIDA;13258;16;295;331;0;0;4,72;4,68;-;-;-
768;CANDIDA;13274;16;302;351;0;0;4,62;4,6;-;-;-
